,Total Population,Median Household Income,Black and Latino/Hispanic,Bachelors Degree or Higher,Associates Degree,Masters Degree,White and Latino/Hispanic,state,county,tract,geometry,building_count,buildings_cat
286,2481,116250,0,879,42,386,87,42,101,001600,"POLYGON ((-75.15270842522492 39.94034650420044, -75.15254442360605 39.94114950164971, -75.15243342279359 39.941582500220896, -75.15233242195055 39.94201649881048, -75.1515584242943 39.94192349729535, -75.15118742541925 39.941878496571185, -75.15075342675205 39.94181949574228, -75.1504054278125 39.941775495069194, -75.14967143005575 39.941680493657394, -75.14961643021839 39.94167549354584, -75.14917743155331 39.941621492694935, -75.14809543484766 39.94148749060389, -75.14760243635719 39.941423489661126, -75.14674143899542 39.94131148801802, -75.14578544188889 39.94120148615694, -75.14566444226863 39.94118248593608, -75.14555044261348 39.941169485714134, -75.14502944421791 39.941099484730714, -75.14405844719796 39.9409734828886, -75.14425244898592 39.94009748583866, -75.14435444999467 39.93961048746292, -75.14445545084935 39.93918248891431, -75.14452745146583 39.938874489956284, -75.1445764518809 39.938666490660346, -75.14464445246547 39.93837449164635, -75.14512645093478 39.938452492494214, -75.14622744744116 39.938630494436495, -75.1462444475574 39.93856849464974, -75.14815544144032 39.93890049797131, -75.14972843639067 39.93918250069845, -75.15128643139745 39.93946150341624, -75.15177142984163 39.939549504262345, -75.15155742970983 39.93982750302273, -75.15200542826985 39.93991050380293, -75.15214042783093 39.93993750403288, -75.15248642675313 39.93998850467228, -75.15276942584532 39.940040505167836, -75.15270842522492 39.94034650420044))",0,0
287,3039,115476,0,773,126,524,112,42,101,001700,"POLYGON ((-75.15321242959327 39.93810951138562, -75.1531274291078 39.93838951043983, -75.15306342832011 39.93876450928282, -75.15303742812169 39.938869508940684, -75.15299242779541 39.93904450836652, -75.15295542750876 39.93919550787496, -75.15284842647785 39.93971050624002, -75.15276942584532 39.940040505167836, -75.15248642675313 39.93998850467228, -75.15214042783093 39.93993750403288, -75.15200542826985 39.93991050380293, -75.15155742970983 39.93982750302273, -75.15177142984163 39.939549504262345, -75.15128643139745 39.93946150341624, -75.14972843639067 39.93918250069845, -75.14815544144032 39.93890049797131, -75.1462444475574 39.93856849464974, -75.14622744744116 39.938630494436495, -75.14512645093478 39.938452492494214, -75.14464445246547 39.93837449164635, -75.1445764518809 39.938666490660346, -75.14452745146583 39.938874489956284, -75.14412645270932 39.93882048921722, -75.14400145309746 39.93880348898749, -75.14387545349103 39.938785488758455, -75.14399945447941 39.93828349047549, -75.1441044553497 39.93784549196473, -75.14451545762968 39.93655449656663, -75.14485645925546 39.93558150009008, -75.1448864594758 39.93546650048339, -75.14525645818587 39.93556650100069, -75.14573845650979 39.93569550168019, -75.14616345502947 39.935810502277654, -75.1463534543664 39.935862502543664, -75.14680645279402 39.935983503187714, -75.14690245245475 39.93601150331781, -75.14698245217816 39.93603250343287, -75.14707545185252 39.936058503562236, -75.14781044929985 39.93625650460869, -75.14828344766734 39.93638050529446, -75.14869244625712 39.93648750588976, -75.14931644408685 39.93665850677953, -75.14992944193061 39.93683650762971, -75.15022744088444 39.93692250804589, -75.15175743560148 39.93733251028339, -75.15328443035037 39.937737512550434, -75.15321242959327 39.93810951138562))",0,0
288,3081,94688,0,788,87,609,31,42,101,001800,"POLYGON ((-75.16635838870573 39.94003153576942, -75.16627338792848 39.94044253456389, -75.1662023872083 39.940814533485096, -75.1659863853212 39.941821530505706, -75.16590738555819 39.941812530347654, -75.16582938579 39.941804530189444, -75.16572138612557 39.9417875299851, -75.16521038766331 39.941727528968286, -75.16476638900939 39.94167152809534, -75.1645783895802 39.94164752772671, -75.16454838967174 39.941643527668326, -75.16375639206962 39.94154552610945, -75.16328839348243 39.94148952518481, -75.16303639424297 39.94145952468692, -75.1628673947553 39.941438524355405, -75.16217839684805 39.941351523008684, -75.1617093982701 39.94129352209009, -75.16142539912865 39.941259521531464, -75.16112940002256 39.94122452094849, -75.16053140184479 39.94114751978803, -75.1601094031454 39.9410875189847, -75.15983040398625 39.94105551843429, -75.15953640487068 39.94102251785276, -75.15903040640885 39.940959516868844, -75.15865740753692 39.94091551613793, -75.15824640879417 39.94086151534765, -75.15788740988465 39.94081751464971, -75.15745141120829 39.940764513801696, -75.15697041267033 39.94070551286853, -75.15673041340654 39.94067351241006, -75.15638641445975 39.940628511751115, -75.15588641599513 39.94056151079856, -75.15433942087638 39.94030450799241, -75.15390042226554 39.9402305072016, -75.15336642396372 39.940137506249286, -75.15328542421598 39.94012550609929, -75.15276942584532 39.940040505167836, -75.15284842647785 39.93971050624002, -75.15295542750876 39.93919550787496, -75.15299242779541 39.93904450836652, -75.15303742812169 39.938869508940684, -75.15306342832011 39.93876450928282, -75.1531274291078 39.93838951043983, -75.15321242959327 39.93810951138562, -75.15328443035037 39.937737512550434, -75.15372142882363 39.93786351317613, -75.15480542510332 39.93815151480245, -75.15631541988455 39.93857051703951, -75.15677941832304 39.938683517773086, -75.1571694169732 39.938793518351595, -75.15784641463415 39.938983519362004, -75.15829241325643 39.93904452019779, -75.15863141220542 39.93909252082946, -75.15904441095428 39.93913952162965, -75.15941440983144 39.939182522344794, -75.15979440867392 39.93922852307513, -75.16021240738243 39.93928652386013, -75.16091840524199 39.93936852522894, -75.16257140021438 39.93956852842169, -75.16413739545038 39.9397605314511, -75.16622338906755 39.940034535458246, -75.16629038888924 39.940032535613945, -75.16635838870573 39.94003153576942))",0,0
289,3995,121770,35,1237,98,542,92,42,101,001900,"POLYGON ((-75.17806835656384 39.94008156200585, -75.17805635647177 39.940134561859324, -75.17797035588204 39.94048456087586, -75.17787135500427 39.94097155955248, -75.17775935415163 39.941462558188725, -75.17767535344372 39.94185955709958, -75.17766235331625 39.94192855691382, -75.17759635278536 39.94222955608179, -75.17567635856798 39.94199055223451, -75.17516636008034 39.941937551191174, -75.17487636097596 39.94189255063271, -75.17410236331453 39.94179454909307, -75.17352236506439 39.94172254793777, -75.17300336661779 39.94166354689253, -75.17252236808751 39.94159654595381, -75.17095337281897 39.9414055428342, -75.17031137474638 39.941331541550895, -75.1693843775604 39.94121253973022, -75.16895937886196 39.94115353890759, -75.16884537919212 39.94114553866814, -75.1684103805117 39.94109053781417, -75.16780338235927 39.9410115366295, -75.16690238507559 39.94090553484656, -75.16679938539082 39.94089153464759, -75.1662023872083 39.940814533485096, -75.16627338792848 39.94044253456389, -75.16635838870573 39.94003153576942, -75.16646438962619 39.93953853722287, -75.16656739050981 39.93906353862341, -75.16681439275757 39.93787054210732, -75.16844438774318 39.938086545186856, -75.16895138620463 39.938145546167114, -75.17002338296713 39.93826454825714, -75.1705253814318 39.938328549217665, -75.17105637982456 39.93838955025089, -75.17160037818694 39.9384485513189, -75.17221537629466 39.938532552486876, -75.17267937488766 39.93858755338901, -75.17317137340422 39.938642554354374, -75.17372937168255 39.93872155541164, -75.17420237025948 39.93877355634388, -75.1747483686317 39.93882755743506, -75.17630836388707 39.939022560465474, -75.17824935798063 39.9392695642415, -75.17806835656384 39.94008156200585))",0,0
290,1882,49282,0,392,196,176,10,42,101,002000,"POLYGON ((-75.18880133358746 39.937267591965714, -75.18872033303631 39.93760959108216, -75.1886373323973 39.937992590108564, -75.18858733198203 39.938236589494096, -75.18854333160671 39.938455588944166, -75.18852533148845 39.93852958875129, -75.18845733083194 39.938901587831154, -75.18838833032513 39.939208587042316, -75.18832832980463 39.93951058628323, -75.18825932940604 39.93976958559231, -75.18823832921392 39.939879585317335, -75.18797932951603 39.940058584363705, -75.18744333028309 39.94036558251714, -75.18654533295783 39.94026858069494, -75.18582233514195 39.94017757925744, -75.18495433772598 39.94008557749802, -75.18313834312853 39.939896573818835, -75.18149234811581 39.93968857057524, -75.17983735313592 39.93947956732608, -75.17994035408687 39.93895256872727, -75.18004235487591 39.93849556996893, -75.18010135538961 39.938206570741066, -75.18018435596552 39.93786257168758, -75.18028035682762 39.937380572967385, -75.18037635761185 39.93693157417246, -75.18046035827203 39.9365495752016, -75.18053335885472 39.93621357610391, -75.18061935954101 39.93581757716614, -75.18228335442933 39.936033580313136, -75.18285435265614 39.93611658137676, -75.18336335109692 39.936181582345746, -75.18391434943358 39.9362415834183, -75.18448934766296 39.93631958450595, -75.18497734616822 39.93638258543711, -75.18572434387761 39.936480586861315, -75.18575834377215 39.93648558692506, -75.18732433899807 39.9366805899414, -75.18888333421911 39.93688859292665, -75.18880133358746 39.937267591965714))",0,0
291,2321,73466,5,482,170,155,46,42,101,002100,"POLYGON ((-75.18053335885472 39.93621357610391, -75.18046035827203 39.9365495752016, -75.18037635761185 39.93693157417246, -75.18028035682762 39.937380572967385, -75.18018435596552 39.93786257168758, -75.18010135538961 39.938206570741066, -75.18004235487591 39.93849556996893, -75.17994035408687 39.93895256872727, -75.17983735313592 39.93947956732608, -75.17824935798063 39.9392695642415, -75.17630836388707 39.939022560465474, -75.1747483686317 39.93882755743506, -75.17420237025948 39.93877355634388, -75.17372937168255 39.93872155541164, -75.17317137340422 39.938642554354374, -75.17329637445096 39.93806255599027, -75.17338437517915 39.937657557132596, -75.17349137608186 39.93715755853749, -75.17358137682712 39.9367425597047, -75.17368437765784 39.93627656101797, -75.1736953777351 39.93623156114699, -75.17377437843285 39.93584856221262, -75.17384837917743 39.93545156329893, -75.17396837998264 39.93497556466754, -75.17458537809446 39.93504856583035, -75.17502137675967 39.93510056665206, -75.17553437518059 39.93516556761116, -75.17611937336898 39.93524456869517, -75.17667837163981 39.93531956973367, -75.17710537033193 39.935371570539985, -75.17757936888226 39.93542857143763, -75.17801336752278 39.93549457222923, -75.17851236601882 39.93554557319657, -75.1790333644144 39.93561357417454, -75.18061935954101 39.93581757716614, -75.18053335885472 39.93621357610391))",0,0
292,2669,54261,9,460,34,256,37,42,101,002200,"POLYGON ((-75.17384837917743 39.93545156329893, -75.17377437843285 39.93584856221262, -75.1736953777351 39.93623156114699, -75.17368437765784 39.93627656101797, -75.17358137682712 39.9367425597047, -75.17349137608186 39.93715755853749, -75.17338437517915 39.937657557132596, -75.17329637445096 39.93806255599027, -75.17317137340422 39.938642554354374, -75.17267937488766 39.93858755338901, -75.17221537629466 39.938532552486876, -75.17160037818694 39.9384485513189, -75.17105637982456 39.93838955025089, -75.1705253814318 39.938328549217665, -75.17002338296713 39.93826454825714, -75.16895138620463 39.938145546167114, -75.16844438774318 39.938086545186856, -75.16681439275757 39.93787054210732, -75.1669653940108 39.93718954411327, -75.16708139478338 39.93674354546247, -75.16730139673848 39.9356965485088, -75.16763839958193 39.93415155301539, -75.16846639700776 39.93426155452347, -75.1692433945941 39.93436455594218, -75.16994739242858 39.9344495572501, -75.17033839121953 39.93449955797077, -75.17082738970196 39.93456455886716, -75.17141438789068 39.93463855995429, -75.17185538651738 39.934699560759256, -75.17238738487713 39.934766561747146, -75.17294538315323 39.934838562780655, -75.17341538172488 39.93488956367486, -75.17396837998264 39.93497556466754, -75.17384837917743 39.93545156329893))",1,1
293,2977,72244,0,612,10,348,212,42,101,002300,"POLYGON ((-75.16763839958193 39.93415155301539, -75.16730139673848 39.9356965485088, -75.16708139478338 39.93674354546247, -75.16701739497243 39.936738545334535, -75.16695239516429 39.93673354520442, -75.16679939566058 39.936703544943, -75.1662543973901 39.93661254397404, -75.16487840177595 39.936376541551176, -75.1633184067387 39.93611553880197, -75.16167641194556 39.93585053589935, -75.16114641364398 39.93575853498236, -75.16075141489388 39.935696534283224, -75.16019741666777 39.93560153332489, -75.1598324178958 39.93551553275504, -75.15866742185301 39.93522753097895, -75.15820142345214 39.93510653028706, -75.1573494263449 39.93489852899256, -75.15820742578431 39.93417653273059, -75.15873142543437 39.93373653500003, -75.15902542518374 39.93351053621545, -75.1595154248448 39.93310153831957, -75.16071242111224 39.93325654046508, -75.16123041951566 39.93331654141373, -75.16167241813676 39.93337454220673, -75.16222541641609 39.93344554320416, -75.16386041131017 39.93366454613865, -75.16492940798794 39.9338025480772, -75.16542940642147 39.933872548972204, -75.1659254048987 39.93392954989208, -75.16597840473625 39.93393554999065, -75.16637440349758 39.933990550702475, -75.16661240276325 39.93401955114065, -75.16751439995907 39.93413855278133, -75.16757639977172 39.93414455289957, -75.16763839958193 39.93415155301539))",0,0
294,4892,81476,22,1448,81,742,395,42,101,002400,"POLYGON ((-75.16708139478338 39.93674354546247, -75.1669653940108 39.93718954411327, -75.16681439275757 39.93787054210732, -75.16656739050981 39.93906353862341, -75.16646438962619 39.93953853722287, -75.16635838870573 39.94003153576942, -75.16629038888924 39.940032535613945, -75.16622338906755 39.940034535458246, -75.16413739545038 39.9397605314511, -75.16257140021438 39.93956852842169, -75.16091840524199 39.93936852522894, -75.16021240738243 39.93928652386013, -75.15979440867392 39.93922852307513, -75.15941440983144 39.939182522344794, -75.15904441095428 39.93913952162965, -75.15863141220542 39.93909252082946, -75.15829241325643 39.93904452019779, -75.15784641463415 39.938983519362004, -75.1571694169732 39.938793518351595, -75.15677941832304 39.938683517773086, -75.15631541988455 39.93857051703951, -75.15480542510332 39.93815151480245, -75.15372142882363 39.93786351317613, -75.15328443035037 39.937737512550434, -75.15342843169122 39.93706051469626, -75.15358743300176 39.93637851688483, -75.15369843393067 39.93589651842623, -75.15377243469723 39.9355175196081, -75.15378743484277 39.93544451983724, -75.15385943545546 39.935127520846656, -75.15419243831184 39.93365052553373, -75.15428343918148 39.93321152690644, -75.15437043991834 39.932828528119, -75.15445244073004 39.93242152938414, -75.15495243914374 39.93249453024541, -75.15557043719215 39.932581531320345, -75.15602343578453 39.93263653213279, -75.15757643092802 39.9328385348896, -75.15914042602095 39.933050537655134, -75.1595154248448 39.93310153831957, -75.15902542518374 39.93351053621545, -75.15873142543437 39.93373653500003, -75.15820742578431 39.93417653273059, -75.1573494263449 39.93489852899256, -75.15820142345214 39.93510653028706, -75.15866742185301 39.93522753097895, -75.1598324178958 39.93551553275504, -75.16019741666777 39.93560153332489, -75.16075141489388 39.935696534283224, -75.16114641364398 39.93575853498236, -75.16167641194556 39.93585053589935, -75.1633184067387 39.93611553880197, -75.16487840177595 39.936376541551176, -75.1662543973901 39.93661254397404, -75.16679939566058 39.936703544943, -75.16695239516429 39.93673354520442, -75.16701739497243 39.936738545334535, -75.16708139478338 39.93674354546247))",0,0
295,4199,66851,10,817,145,510,260,42,101,002500,"POLYGON ((-75.15437043991834 39.932828528119, -75.15428343918148 39.93321152690644, -75.15419243831184 39.93365052553373, -75.15385943545546 39.935127520846656, -75.15378743484277 39.93544451983724, -75.15377243469723 39.9355175196081, -75.15369843393067 39.93589651842623, -75.15358743300176 39.93637851688483, -75.15342843169122 39.93706051469626, -75.15328443035037 39.937737512550434, -75.15175743560148 39.93733251028339, -75.15022744088444 39.93692250804589, -75.14992944193061 39.93683650762971, -75.14931644408685 39.93665850677953, -75.14869244625712 39.93648750588976, -75.14828344766734 39.93638050529446, -75.14781044929985 39.93625650460869, -75.14707545185252 39.936058503562236, -75.14698245217816 39.93603250343287, -75.14690245245475 39.93601150331781, -75.14680645279402 39.935983503187714, -75.1463534543664 39.935862502543664, -75.14616345502947 39.935810502277654, -75.14573845650979 39.93569550168019, -75.14525645818587 39.93556650100069, -75.1448864594758 39.93546650048339, -75.1451114611622 39.93459050346777, -75.14533646309033 39.9336215067097, -75.14534146313437 39.93359950678298, -75.14535546325082 39.93354050698075, -75.14537646343466 39.9334485072873, -75.14539046357741 39.933379507513436, -75.14570046255405 39.93343950800338, -75.14575446302977 39.93320150879399, -75.14583646376116 39.93283651000389, -75.1459084643438 39.93253851100157, -75.14600046525136 39.93209551245158, -75.14607946603697 39.93171251370289, -75.14616846681237 39.93132251499385, -75.14670246512071 39.93139551590547, -75.14731146319555 39.93147751695038, -75.14779046169109 39.931538517783274, -75.14827746014902 39.931605518617275, -75.14872745873738 39.931662519402614, -75.14932745684548 39.931742520440096, -75.14972645559094 39.93179452113429, -75.15130745060289 39.93200852387059, -75.15185344889423 39.93207752483179, -75.15235644731447 39.932143525711886, -75.15289144564561 39.932209526660664, -75.15348544376847 39.93229252768931, -75.15395344230393 39.932352528515544, -75.15445244073004 39.93242152938414, -75.15437043991834 39.932828528119))",0,0
296,4753,51078,98,362,222,78,689,42,101,030900,"POLYGON ((-75.0889735204022 40.044333080353084, -75.08831052419875 40.04551507701499, -75.08794652670282 40.046344074986465, -75.08763452881307 40.04704307326364, -75.08697353336343 40.04856806957417, -75.08658553563096 40.04930006759443, -75.08616353791763 40.0500250655236, -75.08450753799163 40.04910406153784, -75.08288653810564 40.0481980576222, -75.08198553818121 40.04769005544237, -75.08194953820357 40.047678055346246, -75.08180853823181 40.04760505499759, -75.08124653827493 40.04728205364084, -75.08098553830168 40.04713405300782, -75.07918653856814 40.04613404860986, -75.07976053640418 40.04553305098992, -75.0803495341478 40.04490605344771, -75.08056853328543 40.04466405437221, -75.08067053288022 40.044550054804404, -75.08076553250739 40.044446055204745, -75.08096353178551 40.044254056013145, -75.08114053106993 40.04405205676865, -75.0812315307422 40.043966057138164, -75.08132653036965 40.043863057538175, -75.08153452957222 40.0436460584053, -75.08173352877948 40.04342605924873, -75.08181252846967 40.0433410595812, -75.08194352796221 40.04320306012955, -75.08211552728852 40.04301906085288, -75.08227952660478 40.04282606156184, -75.08236152627056 40.0427330619127, -75.08244652594772 40.0426470622653, -75.08267252509427 40.0424210632004, -75.08288752400613 40.04208706421901, -75.08333652168744 40.041373066367036, -75.08356752045844 40.04099206748854, -75.08395351822033 40.04027906944801, -75.0840815175073 40.04005607008396, -75.08421251678405 40.039831070731694, -75.08441051571008 40.03950007170152, -75.08558751102221 40.03827307667207, -75.0868025062334 40.03705008177437, -75.08757750312789 40.03626008504984, -75.08785050234073 40.036112086060804, -75.08792950251473 40.03623708616694, -75.08808950299013 40.036541086324966, -75.08870750541044 40.03795108666625, -75.08872950606536 40.038237086414924, -75.08872650609894 40.03824908639227, -75.08856450839102 40.03909708494613, -75.08837851050565 40.03985808352483, -75.08824151178986 40.04030608260439, -75.08823551185176 40.040328082561444, -75.08819551239236 40.04052808221585, -75.08818251298801 40.04076808190879, -75.08820151341544 40.040958081755676, -75.08820751359848 40.04103808168506, -75.08823951376172 40.041126081685334, -75.08837151511868 40.04177308136968, -75.08840051544331 40.04192608128809, -75.08862951708232 40.0427480810727, -75.08864051716246 40.04278808106172, -75.08872651784077 40.043122080951925, -75.08876751815671 40.04327808090306, -75.08895451961625 40.04399608067188, -75.08897651979439 40.04408308064175, -75.0889735204022 40.044333080353084))",0,0
297,7529,39739,0,609,235,235,697,42,101,031000,"POLYGON ((-75.08230854035929 40.04883305519125, -75.0820995411375 40.04904805432909, -75.08180754205195 40.04927405320526, -75.08166554258285 40.04942205261823, -75.08156054286435 40.049483052236184, -75.08129454376895 40.049722051178435, -75.08108354458145 40.049954050294694, -75.08056454654171 40.050511048138134, -75.08044254698984 40.050637047636975, -75.08014654805298 40.050933046432185, -75.07987654905386 40.0512180453183, -75.07959655008773 40.05151304416479, -75.07933255110215 40.05181004305825, -75.07895855245232 40.0521940415311, -75.07868055350306 40.05250204037339, -75.07838355457537 40.05281003915989, -75.0780855556613 40.05312503793721, -75.07776855678831 40.05344903664951, -75.0774855578395 40.053760035478305, -75.0772065588516 40.05405703433479, -75.07690055996987 40.05438803307635, -75.07503056661635 40.056360025466326, -75.07409356660862 40.055820023233665, -75.07325456660512 40.05533102123458, -75.07151256669924 40.054342017040675, -75.07146056665565 40.05429001693774, -75.06971956677829 40.05328501273974, -75.06913056684402 40.05295001130948, -75.06850156691934 40.05259100978053, -75.06772256702276 40.05214600788333, -75.06653056719843 40.05146200497469, -75.06604356727735 40.051182003783865, -75.06668856513146 40.05054300634544, -75.06727156319481 40.049973008657915, -75.06787056111855 40.04935101107401, -75.06847355902582 40.048730013505995, -75.06907155692886 40.04811001592665, -75.0696865547766 40.04748101841251, -75.07030055255167 40.04682302092925, -75.07088555046667 40.04621902330897, -75.07146254845014 40.04564802563569, -75.07206854627047 40.045025028107425, -75.07264354410734 40.04439503049659, -75.0732485419563 40.04379703294943, -75.07383453976881 40.04317503537333, -75.07426553962503 40.04340103645938, -75.07436653959192 40.043454036713655, -75.07539453934075 40.04402803926225, -75.07740153889104 40.04514004422519, -75.07918653856814 40.04613404860986, -75.08098553830168 40.04713405300782, -75.08124653827493 40.04728205364084, -75.08180853823181 40.04760505499759, -75.08194953820357 40.047678055346246, -75.08198553818121 40.04769005544237, -75.08288653810564 40.0481980576222, -75.08230854035929 40.04883305519125))",0,0
298,4967,39924,55,319,180,50,221,42,101,031101,"POLYGON ((-75.08244652594772 40.0426470622653, -75.08236152627056 40.0427330619127, -75.08227952660478 40.04282606156184, -75.08211552728852 40.04301906085288, -75.08194352796221 40.04320306012955, -75.08181252846967 40.0433410595812, -75.08173352877948 40.04342605924873, -75.08153452957222 40.0436460584053, -75.08132653036965 40.043863057538175, -75.0812315307422 40.043966057138164, -75.08114053106993 40.04405205676865, -75.08096353178551 40.044254056013145, -75.08076553250739 40.044446055204745, -75.08067053288022 40.044550054804404, -75.08056853328543 40.04466405437221, -75.0803495341478 40.04490605344771, -75.07976053640418 40.04553305098992, -75.07918653856814 40.04613404860986, -75.07740153889104 40.04514004422519, -75.07539453934075 40.04402803926225, -75.07436653959192 40.043454036713655, -75.07426553962503 40.04340103645938, -75.07383453976881 40.04317503537333, -75.07443553752695 40.04254403785704, -75.07503053534143 40.04194104029842, -75.07545053370983 40.04147804206304, -75.0758325323053 40.041096043629736, -75.07623553080266 40.04068604529184, -75.07665052923647 40.04025804701167, -75.07681852857925 40.040075047718666, -75.07699952788796 40.03988604847231, -75.07739252635933 40.039465050121294, -75.07782652466874 40.039002051942745, -75.0780095239987 40.038827052690365, -75.07820852322719 40.038618053523436, -75.07838752254088 40.03843405426902, -75.07861852167458 40.03820605522189, -75.08008952128264 40.039043058876935, -75.08211252070858 40.04014806392727, -75.08179952192697 40.04047306261606, -75.08153152297587 40.04075506149042, -75.08121752421191 40.04109006016788, -75.08090252546393 40.041433058835096, -75.08267252509427 40.0424210632004, -75.08244652594772 40.0426470622653))",0,0
299,4709,41625,367,196,229,41,552,42,101,031102,"POLYGON ((-75.08785050234073 40.036112086060804, -75.08757750312789 40.03626008504984, -75.0868025062334 40.03705008177437, -75.08558751102221 40.03827307667207, -75.08441051571008 40.03950007170152, -75.08421251678405 40.039831070731694, -75.0840815175073 40.04005607008396, -75.08395351822033 40.04027906944801, -75.08356752045844 40.04099206748854, -75.08333652168744 40.041373066367036, -75.08288752400613 40.04208706421901, -75.08267252509427 40.0424210632004, -75.08090252546393 40.041433058835096, -75.08121752421191 40.04109006016788, -75.08153152297587 40.04075506149042, -75.08179952192697 40.04047306261606, -75.08211252070858 40.04014806392727, -75.08008952128264 40.039043058876935, -75.07861852167458 40.03820605522189, -75.07899752017107 40.03779705682355, -75.07915651953104 40.03762205749968, -75.07926351912842 40.0375170579414, -75.07934851880923 40.03743405829197, -75.07954551802432 40.03722205912559, -75.079834516895 40.03692206033781, -75.08024651531525 40.036510062051235, -75.08059851389964 40.03613106354558, -75.0809795123467 40.035714065172215, -75.08137551080064 40.03531306683036, -75.08175550930449 40.034925068426865, -75.08217850761895 40.03448707021281, -75.08292050465651 40.03372307334667, -75.08336950281556 40.03324407526462, -75.08401650011514 40.03253907804925, -75.08416949933611 40.03231307877305, -75.08427149884095 40.03217307924423, -75.08432349883175 40.03220607937093, -75.08441049876932 40.032241079604866, -75.08450849869577 40.03227907986988, -75.08461449858575 40.03230708017077, -75.08468249850597 40.03232108036809, -75.08476249841807 40.03234008059746, -75.084830498329 40.03235008079912, -75.08490449954414 40.03292108040694, -75.08507149984419 40.03316608066059, -75.08531150028712 40.03352208101993, -75.08715750029455 40.034791085372696, -75.08725550067537 40.03501708542733, -75.08760550153484 40.035612085855455, -75.08780050223106 40.03603308599343, -75.08785050234073 40.036112086060804))",0,0
300,5146,42202,493,518,259,187,583,42,101,031200,"POLYGON ((-75.08416949933611 40.03231307877305, -75.08401650011514 40.03253907804925, -75.08336950281556 40.03324407526462, -75.08292050465651 40.03372307334667, -75.08217850761895 40.03448707021281, -75.08175550930449 40.034925068426865, -75.08137551080064 40.03531306683036, -75.0809795123467 40.035714065172215, -75.08059851389964 40.03613106354558, -75.08024651531525 40.036510062051235, -75.079834516895 40.03692206033781, -75.07954551802432 40.03722205912559, -75.07934851880923 40.03743405829197, -75.07926351912842 40.0375170579414, -75.07915651953104 40.03762205749968, -75.07899752017107 40.03779705682355, -75.07861852167458 40.03820605522189, -75.07838752254088 40.03843405426902, -75.07820852322719 40.038618053523436, -75.0780095239987 40.038827052690365, -75.07782652466874 40.039002051942745, -75.07739252635933 40.039465050121294, -75.07695552648121 40.03921704903332, -75.07573452680477 40.03850704600374, -75.07533452693387 40.038282045001, -75.07494052707852 40.038067044005366, -75.07444752723137 40.037783042773384, -75.07354852759535 40.03729904048766, -75.07325052768397 40.03712203974562, -75.07295852778846 40.0369560390103, -75.07268452790672 40.03680903831087, -75.0723725280248 40.036633037522506, -75.0721035281382 40.036486036837445, -75.07178052826674 40.03630503601873, -75.07144952839529 40.03611703518148, -75.07119152850022 40.035972034526786, -75.0708945286183 40.03580303377461, -75.0705215288281 40.035619032800824, -75.07015852900558 40.03542603186618, -75.07080452766823 40.035281034018084, -75.07260152389325 40.03486004002828, -75.07326352251746 40.03471504223456, -75.07477951931531 40.034365047310075, -75.07494751895885 40.034326047873186, -75.07505051873567 40.0343000482206, -75.07508951865078 40.03429004835232, -75.07564451747706 40.034164050210464, -75.07593351686187 40.03409705117982, -75.07628651610696 40.0340140523654, -75.0766325153712 40.03393505352539, -75.0770245145354 40.033845054840526, -75.07746451359135 40.03374205631931, -75.07833651173385 40.03354605924318, -75.08023350765272 40.03311106562066, -75.08227750321306 40.03263807250879, -75.08427149884095 40.03217307924423, -75.08416949933611 40.03231307877305))",0,0
